序号,单词,词性,音标,中文意思,简易英文例句,主题
1176,sickness,n.,/ˈsɪknəs/,疾病,Flu is a common sickness during winter months.,饮食、健康与运动
1177,side,n./adj.,/saɪd/,侧面；边缘；旁边的,The side panel of the case is easy to remove.,科技、网络与现代生活
1178,sidewalk,n.,/ˈsaɪdwɔːk/,人行道,People walked along the sidewalk to the campus.,旅游、交通与综合高频
1179,sideways,adv./adj.,/ˈsaɪdweɪz/,斜着，侧着,The robot moved sideways to avoid the obstacle.,科技、网络与现代生活
1180,sieve,n./v.,/sɪv/,筛子；筛选,The script acts like a sieve to filter valid logs.,科技、网络与现代生活
1181,sigh,v./n.,/saɪ/,叹气，叹息,He gave a deep sigh after failing the code test.,个人情况与情感
1182,sight,n.,/saɪt/,视觉；视野；奇观,The mountain scenery is a wonderful sight.,自然、环境与航天
1183,sightseeing,n.,/ˈsaɪtsiːɪŋ/,观光，游览,They went sightseeing around West Lake yesterday.,旅游、交通与综合高频
1184,sign,n./v.,/saɪn/,符号；标志；签名,Please sign your name on the project document.,职场、工作与生涯规划
1185,signal,n./v.,/ˈsɪɡnəl/,信号；发信号,The wireless antenna transmits a strong signal.,科技、网络与现代生活
1186,signature,n.,/ˈsɪɡnətʃə(r)/,签名，签字,The software package requires a digital signature.,科技、网络与现代生活
1187,significance,n.,/sɪɡˈnɪfɪkəns/,意义；重要性,The result has great significance for the project.,科技、网络与现代生活
1188,significant,adj.,/sɪɡˈnɪfɪkənt/,有意义的；重大的,We observed a significant drop in signal noise.,科技、网络与现代生活
1189,signify,v.,/ˈsɪɡnɪfaɪ/,表示；意味着,The red LED light signifies a system failure.,科技、网络与现代生活
1190,silence,n.,/ˈsaɪləns/,寂静；沉默,He maintained silence during the important test.,人际关系与社交
1191,silent,adj.,/ˈsaɪlənt/,寂静的；沉默的,The hardware components operate in silent mode.,科技、网络与现代生活
1192,silk,n.,/sɪlk/,丝绸,The ancient silk road promoted cultural exchanges.,历史、社会与政治
1193,silly,adj.,/ˈsɪli/,傻的，愚蠢的,Don't make silly mistakes in the math formula.,学校生活与教育
1194,silver,n./adj.,/ˈsɪlvə(r)/,银；银制的,Silver is a great material for high-end contacts.,科技、网络与现代生活
1195,similar,adj.,/ˈsɪmələ(r)/,相似的,The two project frameworks have similar structures.,科技、网络与现代生活
1196,similarity,n.,/ˌsɪməˈlærəti/,类似，相似点,There is a strong similarity between the two logs.,科技、网络与现代生活
1197,similarly,adv.,/ˈsɪmələli/,类似地,"Similarly, we can reconfigure the server port.",科技、网络与现代生活
1198,simple,adj.,/ˈsɪmpl/,简单的,Python makes simple math tasks very easy.,科技、网络与现代生活
1199,simplicity,n.,/sɪmˈplɪsəti/,简单；纯朴,The simplicity of the code makes it reliable.,科技、网络与现代生活
1200,simplify,v.,/ˈsɪmplɪfaɪ/,简化,We should simplify the complex validation logic.,科技、网络与现代生活
1201,simply,adv.,/ˈsɪmpli/,简单地；仅仅,The answer is simply defined in the document.,科技、网络与现代生活
1202,simulate,v.,/ˈsɪmjuleɪt/,模拟,We use software to simulate the motor's motion.,科技、网络与现代生活
1203,simultaneous,adj.,/ˌsɪmlˈteɪniəs/,同时发生的,The chip performs simultaneous data processing.,科技、网络与现代生活
1204,sin,n./v.,/sɪn/,罪，罪恶,Stealing public resources is considered a sin.,历史、社会与政治
1205,since,prep./conj./adv.,/sɪns/,自从；因为,"Since you are here, let's fix the bug together.",科技、网络与现代生活
1206,sincere,adj.,/sɪnˈsɪə(r)/,真诚的,Please accept my sincere thanks for your help.,人际关系与社交
1207,sincerely,adv.,/sɪnˈsɪəli/,真诚地,I sincerely hope the project succeeds.,人际关系与社交
1208,sing,v.,/sɪŋ/,唱，唱歌,The team sang a song during the company event.,人际关系与社交
