序号,单词,词性,音标,中文意思,简易英文例句,主题
1676,usage,n.,/ˈjuːsɪdʒ/,使用；用法,Check the memory usage.,科技、网络与现代生活
1677,use,v./n.,/juːz/,使用,Use the proper syntax for the script.,科技、网络与现代生活
1678,used,adj.,/juːzd/,用过的,Don't reuse used cables.,科技、网络与现代生活
1679,useful,adj.,/ˈjuːsfl/,有用的,This library is very useful.,科技、网络与现代生活
1680,useless,adj.,/ˈjuːsləs/,无用的,The old data is useless now.,科技、网络与现代生活
1681,user,n.,/ˈjuːzə(r)/,用户,User login failed twice.,科技、网络与现代生活
1682,usual,adj.,/ˈjuːʒuəl/,通常的,"As usual, the system runs at night.",科技、网络与现代生活
1683,usually,adv.,/ˈjuːʒuəli/,通常,We usually backup data at midnight.,科技、网络与现代生活
1684,utensil,n.,/juːˈtensl/,器具；餐具,Keep kitchen utensils clean.,生活、饮食与健康
1685,utility,n.,/juˈtɪləti/,公用事业；实用工具,The disk utility fixed the error.,科技、网络与现代生活
1686,utilize,v.,/ˈjuːtəlaɪz/,利用,Utilize the full CPU potential.,科技、网络与现代生活
1687,utmost,adj./n.,/ˈʌtməʊst/,极度的,Handle the chip with utmost care.,科技、网络与现代生活
1688,utter,v./adj.,/ˈʌtə(r)/,说；完全的,It was an utter failure.,个人情况与情感
1689,utterly,adv.,/ˈʌtəli/,完全地,The system is utterly broken.,科技、网络与现代生活
1690,vacant,adj.,/ˈveɪkənt/,空缺的,The position is still vacant.,职场、工作与生涯规划
1691,vacation,n.,/vəˈkeɪʃn/,假期,He took a long vacation.,生活、饮食与健康
1692,vaccine,n.,/ˈvæksiːn/,疫苗,The vaccine protects health.,生活、饮食与健康
1693,vacuum,n.,/ˈvækjuːm/,真空,The tube works in a vacuum.,自然、环境与航天
1694,vague,adj.,/veɪɡ/,模糊的,His report was too vague.,科技、网络与现代生活
1695,vain,adj.,/veɪn/,徒劳的,The search was in vain.,个人情况与情感
1696,valid,adj.,/ˈvælɪd/,有效的,The token is no longer valid.,科技、网络与现代生活
1697,valley,n.,/ˈvæli/,山谷,The sensor is in the valley.,自然、环境与航天
1698,valuable,adj.,/ˈvæljuəbl/,珍贵的,This log file is valuable.,科技、网络与现代生活
1699,value,n./v.,/ˈvæljuː/,价值；数值,The value of the sensor input.,科技、网络与现代生活
1700,van,n.,/væn/,小型货车,The van delivered the parts.,旅游、交通与综合高频
1701,vanish,v.,/ˈvænɪʃ/,消失,The temporary file will vanish.,科技、网络与现代生活
1702,vapor,n.,/ˈveɪpə(r)/,蒸汽,Water vapor cools the engine.,自然、环境与航天
1703,variable,n./adj.,/ˈveəriəbl/,变量；可变的,The variable name is invalid.,科技、网络与现代生活
1704,variance,n.,/ˈveəriəns/,差异；方差,The data shows high variance.,科技、网络与现代生活
1705,variation,n.,/ˌveəriˈeɪʃn/,变动,Check the variation in voltage.,科技、网络与现代生活
1706,variety,n.,/vəˈraɪəti/,品种；多样化,A variety of sensors are used.,自然、环境与航天
1707,various,adj.,/ˈveəriəs/,各种各样的,Various bugs were fixed.,科技、网络与现代生活
1708,vary,v.,/ˈveəri/,变化,The clock speeds vary.,科技、网络与现代生活
1709,vase,n.,/vɑːz/,花瓶,Put the flowers in the vase.,文学、艺术与娱乐
1710,vast,adj.,/vɑːst/,巨大的,A vast amount of data.,科技、网络与现代生活
1711,vat,n.,/væt/,大桶,The chemical vat is leaking.,科技、网络与现代生活
1712,vault,n.,/vɔːlt/,拱顶；金库,Data is stored in a secure vault.,科技、网络与现代生活
1713,veal,n.,/viːl/,小牛肉,He ordered veal for dinner.,生活、饮食与健康
1714,vector,n.,/ˈvektə(r)/,向量,Use a vector for 3D coordinates.,科技、网络与现代生活
1715,vegetable,n.,/ˈvedʒtəbl/,蔬菜,Eat more fresh vegetables.,生活、饮食与健康
1716,vehicle,n.,/ˈviːəkl/,车辆,The vehicle is parked outside.,旅游、交通与综合高频
1717,veil,n.,/veɪl/,面纱；掩盖,The truth is behind a veil.,历史、社会与政治
1718,vein,n.,/veɪn/,静脉,The scan shows the veins.,生活、饮食与健康
1719,velocity,n.,/vəˈlɒsəti/,速度,The velocity is decreasing.,科技、网络与现代生活
1720,velvet,n.,/ˈvelvɪt/,天鹅绒,The cover is made of velvet.,生活、饮食与健康
1721,vending,n.,/ˈvendɪŋ/,自动售货,The vending machine is broken.,生活、饮食与健康
1722,vendor,n.,/ˈvendə(r)/,小贩；供应商,Check with the hardware vendor.,经济、商务与财政
1723,venture,n./v.,/ˈventʃə(r)/,风险投资；冒险,The new venture is successful.,经济、商务与财政
1724,verdict,n.,/ˈvɜːdɪkt/,结论；裁决,The verdict on the bug is fixed.,职场、工作与生涯规划
1725,verify,v.,/ˈverɪfaɪ/,核实,Verify the code integrity.,科技、网络与现代生活
1726,version,n.,/ˈvɜːʃn/,版本,Update to the latest version.,科技、网络与现代生活
1727,vertical,adj.,/ˈvɜːtɪkl/,垂直的,The antenna is in a vertical position.,科技、网络与现代生活
1728,very,adv./adj.,/ˈveri/,很；完全的,It is very important to backup.,科技、网络与现代生活
1729,vessel,n.,/ˈvesl/,容器；舰船,The vessel stores the chemicals.,科技、网络与现代生活
1730,vest,n.,/vest/,背心,He wore a safety vest.,生活、饮食与健康
1731,veteran,n.,/ˈvetərən/,老兵；老手,He is a veteran programmer.,职场、工作与生涯规划
1732,veto,n./v.,/ˈviːtəʊ/,否决,The manager vetoed the plan.,职场、工作与生涯规划
1733,via,prep.,/ˈvaɪə/,经由,Connect via the local network.,科技、网络与现代生活
1734,viable,adj.,/ˈvaɪəbl/,可行的,Is the plan still viable?,职场、工作与生涯规划
1735,vibrate,v.,/vaɪˈbreɪt/,震动,The phone began to vibrate.,科技、网络与现代生活
1736,vibration,n.,/vaɪˈbreɪʃn/,震动,The sensor detects vibration.,科技、网络与现代生活
1737,vice,n.,/vaɪs/,罪恶；虎钳,The vice holds the part tightly.,职场、工作与生涯规划
1738,vice-versa,adv.,/ˌvaɪsə ˈvɜːsə/,反之亦然,The input works for output and vice versa.,科技、网络与现代生活
1739,vicinity,n.,/vəˈsɪnəti/,邻近,There is a cafe in the vicinity.,旅游、交通与综合高频
1740,vicious,adj.,/ˈvɪʃəs/,恶毒的,A vicious cycle of errors.,个人情况与情感
1741,victim,n.,/ˈvɪktɪm/,受害者,The victim of the malware attack.,科技、网络与现代生活
1742,victor,n.,/ˈvɪktə(r)/,胜利者,The victor gets the bonus.,职场、工作与生涯规划
1743,victory,n.,/ˈvɪktəri/,胜利,A total victory for the team.,个人情况与情感
1744,video,n.,/ˈvɪdiəʊ/,视频,The video explains the feature.,科技、网络与现代生活
1745,videotape,n./v.,/ˈvɪdiəʊteɪp/,录像带,The lecture was videotaped.,文学、艺术与娱乐
1746,view,n./v.,/vjuː/,视野；观点,The view from the office is great.,生活、饮食与健康
1747,viewer,n.,/ˈvjuːə(r)/,观看者,The viewer can zoom in.,科技、网络与现代生活
1748,viewpoint,n.,/ˈvjuːpɔɪnt/,观点,"From my viewpoint, it is correct.",语言、逻辑与哲学
1749,vigorous,adj.,/ˈvɪɡərəs/,强健的；精力充沛的,A vigorous debate took place.,职场、工作与生涯规划
1750,vigour,n.,/ˈvɪɡə(r)/,活力,The team worked with vigour.,职场、工作与生涯规划
1751,vile,adj.,/vaɪl/,卑鄙的；邪恶的,That was a vile trick.,个人情况与情感
1752,villa,n.,/ˈvɪlə/,别墅,They spent summer in a villa.,生活、饮食与健康
1753,village,n.,/ˈvɪlɪdʒ/,村庄,A small village near the city.,历史、社会与政治
1754,villager,n.,/ˈvɪlɪdʒə(r)/,村民,The villagers are friendly.,历史、社会与政治
1755,villain,n.,/ˈvɪlən/,反派；恶棍,The villain in the movie.,文学、艺术与娱乐
1756,vine,n.,/vaɪn/,藤蔓,The vines cover the wall.,自然、环境与航天
1757,vinegar,n.,/ˈvɪnɪɡə(r)/,醋,Add some vinegar to the dish.,生活、饮食与健康
1758,violate,v.,/ˈvaɪəleɪt/,违反,Don't violate the protocol.,科技、网络与现代生活
1759,violation,n.,/ˌvaɪəˈleɪʃn/,违反,A security violation occurred.,科技、网络与现代生活
1760,violence,n.,/ˈvaɪələns/,暴力,Avoid violence in the game.,历史、社会与政治
1761,violent,adj.,/ˈvaɪələnt/,暴力的,The machine made a violent noise.,科技、网络与现代生活
1762,violet,n./adj.,/ˈvaɪələt/,紫罗兰；紫色的,She likes violet flowers.,自然、环境与航天
1763,violin,n.,/ˌvaɪəˈlɪn/,小提琴,He plays the violin.,文学、艺术与娱乐
1764,virtual,adj.,/ˈvɜːtʃuəl/,虚拟的,The virtual machine is running.,科技、网络与现代生活
1765,virtually,adv.,/ˈvɜːtʃuəli/,几乎,The disk is virtually full.,科技、网络与现代生活
1766,virtue,n.,/ˈvɜːtʃuː/,美德,Patience is a great virtue.,语言、逻辑与哲学
1767,virus,n.,/ˈvaɪərəs/,病毒,The system has a virus.,科技、网络与现代生活
1768,visa,n.,/ˈviːzə/,签证,He applied for a work visa.,旅游、交通与综合高频
1769,visible,adj.,/ˈvɪzəbl/,可见的,The error is now visible.,科技、网络与现代生活
1770,vision,n.,/ˈvɪʒn/,视觉；远见,He has a clear vision.,职场、工作与生涯规划
1771,visit,v./n.,/ˈvɪzɪt/,访问；参观,Visit the client tomorrow.,旅游、交通与综合高频
1772,visitor,n.,/ˈvɪzɪtə(r)/,访问者,The visitor is waiting.,人际关系与社交
1773,visual,adj.,/ˈvɪʒuəl/,视觉的,The visual design is modern.,科技、网络与现代生活
1774,visualize,v.,/ˈvɪʒuəlaɪz/,形象化,Visualize the data model.,科技、网络与现代生活
1775,vital,adj.,/ˈvaɪtl/,至关重要的,This module is vital.,科技、网络与现代生活
1776,vitamin,n.,/ˈvɪtəmɪn/,维生素,Take your vitamins.,生活、饮食与健康
1777,vivid,adj.,/ˈvɪvɪd/,生动的,A vivid description of the bug.,文学、艺术与娱乐
1778,vocabulary,n.,/vəˈkæbjələri/,词汇,Build your technical vocabulary.,学校生活与教育
1779,vocal,adj.,/ˈvəʊkl/,嗓音的,Vocal commands are supported.,科技、网络与现代生活
1780,vocation,n.,/vəˈkeɪʃn/,职业,He found his true vocation.,职场、工作与生涯规划
1781,vogue,n.,/vəʊɡ/,时尚,AI technology is in vogue.,文学、艺术与娱乐
1782,voice,n./v.,/vɔɪs/,嗓音；表达,His voice was very clear.,人际关系与社交
1783,void,adj./n.,/vɔɪd/,空的；无效的,The function returns a void.,科技、网络与现代生活
1784,volatile,adj.,/ˈvɒlətaɪl/,不稳定的；易挥发的,Memory is volatile data.,科技、网络与现代生活
1785,volcano,n.,/vɒlˈkeɪnəʊ/,火山,The volcano is active.,自然、环境与航天
1786,volleyball,n.,/ˈvɒlibɔːl/,排球,They played volleyball.,生活、饮食与健康
1787,volt,n.,/vəʊlt/,伏特,The voltage is 5 volts.,科技、网络与现代生活
1788,voltage,n.,/ˈvəʊltɪdʒ/,电压,The voltage is too low.,科技、网络与现代生活
1789,volume,n.,/ˈvɒljuːm/,体积；音量；卷,Check the volume levels.,科技、网络与现代生活
1790,voluntary,adj.,/ˈvɒləntri/,自愿的,This is a voluntary task.,职场、工作与生涯规划
1791,volunteer,n./v.,/ˌvɒlənˈtɪə(r)/,志愿者,He volunteered for the project.,人际关系与社交
1792,vote,n./v.,/vəʊt/,投票,Vote for the new protocol.,历史、社会与政治
1793,voter,n.,/ˈvəʊtə(r)/,选民,Every voter counts.,历史、社会与政治
1794,vow,v./n.,/vaʊ/,发誓,He vowed to fix the bug.,个人情况与情感
1795,voyage,n.,/ˈvɔɪɪdʒ/,航行,The voyage was long.,自然、环境与航天
1796,vulgar,adj.,/ˈvʌlɡə(r)/,粗俗的,Don't use vulgar language.,个人情况与情感
1797,vulnerable,adj.,/ˈvʌlnərəbl/,脆弱的,The system is vulnerable.,科技、网络与现代生活
1798,wage,n.,/weɪdʒ/,工资,The wage is good.,经济、商务与财政
1799,wagon,n.,/ˈwæɡən/,四轮马车；货车,The wagon carries supplies.,旅游、交通与综合高频
1800,waist,n.,/weɪst/,腰,Measure your waist size.,生活、饮食与健康
1801,wait,v./n.,/weɪt/,等待,Wait for the response.,科技、网络与现代生活
1802,waiter,n.,/ˈweɪtə(r)/,服务员,Ask the waiter for the bill.,生活、饮食与健康
1803,waitress,n.,/ˈweɪtrəs/,女服务员,She is a good waitress.,生活、饮食与健康
1804,wake,v.,/weɪk/,醒来,Wake up the system.,科技、网络与现代生活
1805,waken,v.,/ˈweɪkən/,弄醒,The alarm wakened me.,生活、饮食与健康
1806,walk,v./n.,/wɔːk/,走路,Walk through the main hall.,旅游、交通与综合高频
1807,walker,n.,/ˈwɔːkə(r)/,步行者,He is a fast walker.,生活、饮食与健康
1808,walking,n.,/ˈwɔːkɪŋ/,行走,Walking is good exercise.,生活、饮食与健康
1809,wall,n.,/wɔːl/,墙,The wall is very thick.,自然、环境与航天
1810,wallet,n.,/ˈwɒlɪt/,钱包,His wallet is empty.,经济、商务与财政
1811,wander,v.,/ˈwɒndə(r)/,徘徊,Don't wander in the lab.,生活、饮食与健康
1812,want,v./n.,/wɒnt/,想要,What do you want?,个人情况与情感
1813,war,n.,/wɔː(r)/,战争,Cyber war is real.,历史、社会与政治
1814,ward,n.,/wɔːd/,病房；监护,The ward is very quiet.,生活、饮食与健康
1815,wardrobe,n.,/ˈwɔːdrəʊb/,衣柜,Hang it in the wardrobe.,生活、饮食与健康
1816,ware,n.,/weə(r)/,制品；器皿,Glassware is fragile.,经济、商务与财政
1817,warehouse,n.,/ˈweəhaʊs/,仓库,Store it in the warehouse.,经济、商务与财政
1818,warfare,n.,/ˈwɔːfeə(r)/,战争,Modern warfare is digital.,历史、社会与政治
1819,warm,adj./v.,/wɔːm/,暖和的,The motor is warm.,科技、网络与现代生活
1820,warmth,n.,/wɔːmθ/,温暖,He felt the warmth.,自然、环境与航天
1821,warn,v.,/wɔːn/,警告,Warn the team of errors.,科技、网络与现代生活
1822,warning,n.,/ˈwɔːnɪŋ/,警告,Read the warning sign.,科技、网络与现代生活
1823,warrant,n.,/ˈwɒrənt/,授权；许可证,The arrest warrant is ready.,历史、社会与政治
1824,warrior,n.,/ˈwɒriə(r)/,战士,A brave warrior.,历史、社会与政治
1825,warship,n.,/ˈwɔːʃɪp/,军舰,The warship is in port.,历史、社会与政治
1826,wary,adj.,/ˈweəri/,谨慎的,Be wary of unknown links.,科技、网络与现代生活
1827,was,v.,/wɒz/,是 (am/is 的过去式),The system was stable.,科技、网络与现代生活
1828,wash,v./n.,/wɒʃ/,洗涤,Wash the tools after use.,生活、饮食与健康
1829,waste,n./v.,/weɪst/,浪费,Don't waste the power.,科技、网络与现代生活
1830,watch,n./v.,/wɒtʃ/,手表；观看,Watch the monitor screen.,科技、网络与现代生活
1831,water,n./v.,/ˈwɔːtə(r)/,水,Water is necessary.,自然、环境与航天
1832,waterfall,n.,/ˈwɔːtəfɔːl/,瀑布,The waterfall is beautiful.,自然、环境与航天
1833,wave,n./v.,/weɪv/,波浪；挥手,The wave frequency is high.,科技、网络与现代生活
1834,waver,v.,/ˈweɪvə(r)/,摇摆,Don't waver in your decision.,个人情况与情感
1835,wavy,adj.,/ˈweɪvi/,波浪状的,The graph is wavy.,科技、网络与现代生活
1836,wax,n.,/wæks/,蜡,Apply wax to the floor.,生活、饮食与健康
1837,way,n.,/weɪ/,路；方法,This is the best way.,科技、网络与现代生活
1838,we,pron.,/wiː/,我们,We are testing the code.,人际关系与社交
1839,weak,adj.,/wiːk/,弱的,The signal is too weak.,科技、网络与现代生活
1840,weaken,v.,/ˈwiːkən/,削弱,The rust weakens the metal.,自然、环境与航天
1841,wealth,n.,/welθ/,财富,Knowledge is wealth.,经济、商务与财政
1842,wealthy,adj.,/ˈwelθi/,富有的,The wealthy donor is here.,经济、商务与财政
1843,weapon,n.,/ˈwepən/,武器,A digital weapon.,历史、社会与政治
1844,wear,v./n.,/weə(r)/,穿戴；磨损,Check for wear and tear.,科技、网络与现代生活
1845,weary,adj.,/ˈwɪəri/,疲倦的,He was weary of work.,职场、工作与生涯规划
