序号,单词,词性,音标,中文意思,简易英文例句,主题
225,bus,n.,/bʌs/,公共汽车,I catch the early bus to school every morning.,旅游、交通与综合高频
226,bush,n.,/bʊʃ/,灌木丛,A small bird hid inside the green bush.,自然、环境与航天
227,business,n.,/ˈbɪznəs/,商业；买卖；事务,He went to Shenzhen on urgent business.,经济、商务与财政
228,businessman,n.,/ˈbɪznəsmæn/,商人；企业家,The successful businessman owns three factories.,经济、商务与财政
229,busy,adj.,/ˈbɪzi/,忙碌的；繁忙的,The city streets are very busy during rush hour.,旅游、交通与综合高频
230,but,conj./prep.,/bʌt/,但是；除了,He studied hard but failed the math exam.,学校生活与教育
231,butcher,n.,/ˈbʊtʃə(r)/,肉店老板；屠夫,The butcher sliced the fresh beef expertly.,饮食、健康与运动
232,butter,n.,/ˈbʌtə(r)/,黄油,She spread some fresh butter on the bread.,饮食、健康与运动
233,butterfly,n.,/ˈbʌtəflaɪ/,蝴蝶,Beautiful butterflies are flying among flowers.,自然、环境与航天
234,button,n./v.,/ˈbʌtn/,按钮；纽扣,Please press the red button to start motor.,科技、网络与现代生活
235,buy,v.,/baɪ/,购买,I want to buy an advanced AI testing chip.,科技、网络与现代生活
236,by,prep.,/baɪ/,被；凭借；在...旁,The textbook was written by an expert teacher.,学校生活与教育
237,bye,int.,/baɪ/,再见,He waved his hand and said bye to his friend.,人际关系与社交
238,cab,n.,/kæb/,出租车；驾驶室,He called a taxi cab to go to the airport.,旅游、交通与综合高频
239,cabbage,n.,/ˈkæbɪdʒ/,卷心菜,Cabbage is a very common winter vegetable.,饮食、健康与运动
240,cabin,n.,/ˈkæbɪn/,小木屋；机舱,The captain is resting inside the ship cabin.,旅游、交通与综合高频
241,cabinet,n.,/ˈkæbɪnət/,内阁；储藏柜,Keep the dangerous medicines in the cabinet.,饮食、健康与运动
242,cable,n.,/ˈkeɪbl/,电缆；海底电报,The TV network relies on high-speed cables.,科技、网络与现代生活
243,cafe,n.,/ˈkæfeɪ/,咖啡馆,We met at the street corner cafe to chat.,人际关系与社交
244,cafeteria,n.,/ˌkæfəˈtɪəriə/,自助餐厅,Students usually have lunch in the cafeteria.,学校生活与教育
245,cage,n.,/keɪdʒ/,笼子,The wild bird was kept inside a wire cage.,自然、环境与航天
246,cake,n.,/keɪk/,蛋糕,She made a delicious chocolate cake for him.,饮食、健康与运动
247,calculate,v.,/ˈkælkjuleɪt/,计算；核算,Can you calculate this complex math problem?,科技、网络与现代生活
248,calculation,n.,/ˌkælkjuˈleɪʃn/,计算；估计,The calculation results are perfectly accurate.,科技、网络与现代生活
249,calculator,n.,/ˈkælkjuleɪtə(r)/,计算器,You are not allowed to use calculators in exam.,学校生活与教育
250,calendar,n.,/ˈkælɪndə(r)/,日历；日程表,Please check the project deadline on calendar.,职场、工作与生涯规划
251,call,v./n.,/kɔːl/,大喊；打电话；称呼,He called his friend to discuss the homework.,人际关系与社交
252,calm,adj./v.,/kɑːm/,平静的；使冷静,Please stay calm during the high school exam.,个人情况与情感
253,camel,n.,/ˈkæml/,骆驼,Camels are known as the ships of the desert.,自然、环境与航天
254,camera,n.,/ˈkæmrə/,照相机,He bought a digital camera to take photos.,科技、网络与现代生活
255,camp,n./v.,/kæmp/,野营；营地,The high school students camped near the river.,学校生活与教育
256,campaign,n.,/kæmˈpeɪn/,运动；战役,The school launched a zero-pollution campaign.,学校生活与教育
257,camping,n.,/ˈkæmpɪŋ/,野营生活,They brought a canvas tent for weekend camping.,文学、艺术与娱乐
258,campus,n.,/ˈkæmpəs/,校园,The college campus is full of green trees.,学校生活与教育
259,can,aux./n.,/kæn/,能；可以；罐头,He can solve the Apollonius circle problem.,学校生活与教育
260,Canada,n.,/ˈkænədə/,加拿大,She plans to visit Canada next summer holiday.,旅游、交通与综合高频
261,Canadian,adj./n.,/kəˈneɪdiən/,加拿大的；加拿大人,The Canadian teacher speaks excellent English.,学校生活与教育
262,canal,n.,/kəˈnæl/,运河,The Grand Canal is an ancient engineering wonder.,历史、社会与政治
263,cancel,v.,/ˈkænsl/,取消,The flight was canceled due to heavy fog.,旅游、交通与综合高频
264,cancer,n.,/ˈkænsə(r)/,癌症,Smoking increases the risk of lung cancer.,饮食、健康与运动
265,candidate,n.,/ˈkændɪdət/,候选人,He is considered the best candidate for job.,职场、工作与生涯规划
266,candle,n.,/ˈkændl/,蜡烛,They lit three candles when power went out.,科技、网络与现代生活
267,candy,n.,/ˈkændi/,糖果,Eating too much candy causes tooth decay.,饮食、健康与运动
268,canteen,n.,/kænˈtiːn/,食堂,The factory canteen serves cheap dinners.,职场、工作与生涯规划
269,canvas,n.,/ˈkænvəs/,帆布,The oil painting was done on a large canvas.,文学、艺术与娱乐
270,cap,n.,/kæp/,帽子；瓶盖,He wore a baseball cap to protect his eyes.,饮食、健康与运动
271,capability,n.,/ˌkeɪpəˈbɪləti/,能力；才干,The system has the capability to process data.,科技、网络与现代生活
272,capable,adj.,/ˈkeɪpəbl/,有能力的,He is a capable software development expert.,职场、工作与生涯规划
273,capacity,n.,/kəˈpæsəti/,容量；能力,The theater has a seating capacity of 500.,文学、艺术与娱乐
274,capital,n./adj.,/ˈkæpɪtl/,首都；资本；大写字母,Beijing is the beautiful capital of China.,旅游、交通与综合高频
275,capsule,n.,/ˈkæpsjuːl/,胶囊；太空舱,The doctor advised me to take one capsule.,饮食、健康与运动
276,captain,n.,/ˈkæptɪn/,船长；队长,The team captain led the players to victory.,饮食、健康与运动
277,caption,n.,/ˈkæpʃn/,字幕；标题,Please add a clear caption to this picture.,科技、网络与现代生活
278,car,n.,/kɑː(r)/,汽车,He drove his family car to West Lake park.,旅游、交通与综合高频
279,carbon,n.,/ˈkɑːbən/,碳,Carbon dioxide is absorbed by green plants.,自然、环境与航天
280,card,n.,/kɑːd/,卡片；名片；纸牌,You can pay by your credit card online.,经济、商务与财政
281,care,v./n.,/keə(r)/,介意；关心；照料,Take good care of your health when traveling.,饮食、健康与运动
282,career,n.,/kəˈrɪə(r)/,生涯；职业,He had a long and successful communication career.,职场、工作与生涯规划
283,careful,adj.,/ˈkeəfl/,小心的；仔细的,Be careful when you drive across crossroad.,旅游、交通与综合高频
284,careless,adj.,/ˈkeələs/,粗心的,A careless mistake cost him a lot of points.,学校生活与教育
285,carpenter,n.,/ˈkɑːpəntə(r)/,木工，木匠,The carpenter repaired the broken chair leg.,职场、工作与生涯规划
286,carpet,n.,/ˈkɑːpɪt/,地毯,A soft red carpet covered the living room.,空间定位与方向
287,carriage,n.,/ˈkærɪdʒ/,四轮马车；火车车厢,The train has ten passenger carriages.,旅游、交通与综合高频
288,carrier,n.,/ˈkæriə(r)/,运输工具；载体,The local airport provides smooth cargo carrier.,旅游、交通与综合高频
289,carrot,n.,/ˈkærət/,胡萝卜,Carrots are sweet and good for your vision.,饮食、健康与运动
290,carry,v.,/ˈkæri/,运送；搬运；携带,He carried the heavy washing machine motor.,旅游、交通与综合高频
291,cartoon,n.,/kɑːˈtuːn/,动画片；漫画,Children love watching cartoons on weekends.,文学、艺术与娱乐
292,carve,v.,/kɑːv/,雕刻；切肉,He carved a beautiful flower out of wood.,文学、艺术与娱乐
293,case,n.,/keɪs/,具体情况；箱；案例,"In this specific case, the rule applies perfectly.",语言、逻辑与哲学
294,cash,n./v.,/kæʃ/,现金,Do you prefer to pay in cash or WeChat?,经济、商务与财政
295,cassette,n.,/kəˈset/,盒式录音带,He found an old cassette tape in the box.,文学、艺术与娱乐
296,cast,v./n.,/kɑːst/,投，掷；演员表,The fisherman cast his net into the river.,自然、环境与航天
297,castle,n.,/ˈkɑːsl/,城堡,The ancient stone castle stands on the hill.,历史、社会与政治
298,casual,adj.,/ˈkæʒuəl/,随意的；非正式的,He wore casual clothes for the chess game.,个人情况与社交
299,cat,n.,/kæt/,猫,The lazy cat is sleeping under the bench.,自然、环境与航天
300,catalog,n.,/ˈkætəlɒɡ/,目录,You can check the book titles in catalog.,学校生活与教育
301,catastrophe,n.,/kəˈtæstrəfi/,大灾难,The heavy flood was an absolute catastrophe.,自然、环境与航天
302,catch,v.,/kætʃ/,接住；赶上；染病,He ran fast to catch the early bus.,旅游、交通与综合高频
303,category,n.,/ˈkætəɡəri/,类别,The vocabulary is sorted into 12 categories.,学校生活与教育
304,cater,v.,/ˈkeɪtə(r)/,迎合；提供饮食,The app caters to high school test reviews.,学校生活与教育
305,cathedral,n.,/kəˈθiːdrəl/,大教堂,They visited a historic European cathedral.,历史、社会与政治
306,cattle,n.,/ˈkæt l/,牛(总称)；家畜,The farmer keeps fifty head of cattle here.,自然、环境与航天
307,cause,n./v.,/kɔːz/,原因；引起,The storm caused a big traffic breakdown.,自然、环境与航天
308,caution,n.,/ˈkɔːʃn/,小心，谨慎,You should cross the street with caution.,旅游、交通与综合高频
309,cautious,adj.,/ˈkɔːʃəs/,谨慎的,He is very cautious about investing money.,经济、商务与财政
310,cave,n.,/keɪv/,洞穴,They explored a deep stone cave in mountain.,自然、环境与航天
311,CD,n.,/ˌsiː ˈdiː/,光盘,He likes collecting music CDs from 1990s.,文学、艺术与娱乐
312,cease,v./n.,/siːs/,停止，终止,The factory ceased production last month.,经济、商务与财政
313,ceiling,n.,/ˈsiːlɪŋ/,天花板,A modern lamp hangs from the white ceiling.,空间定位与方向
314,celebrate,v.,/ˈselɪbreɪt/,庆祝,They held a grand dinner to celebrate success.,人际关系与社交
315,celebration,n.,/ˌselɪˈbreɪʃn/,庆祝会,The school held a big graduation celebration.,学校生活与教育
316,celebrity,n.,/səˈlebrəti/,名人,Many internet celebrities attended the event.,文学、艺术与娱乐
317,cell,n.,/sel/,细胞；小房间；电池,Biology studies the structure of living cells.,学校生活与教育
318,cellar,n.,/ˈselə(r)/,地下室；酒窖,They store fresh vegetables in the cellar.,空间定位与方向
319,cement,n.,/sɪˈment/,水泥,The bricks were stuck together with cement.,科技、网络与现代生活
320,cemetery,n.,/ˈsemətri/,墓地,The historic cemetery is quiet and green.,历史、社会与政治
321,censor,v./n.,/ˈsensə(r)/,审查；审查员,The film was censored before global release.,文学、艺术与娱乐
322,cent,n.,/sent/,美分,A postage stamp costs fifty cents here.,经济、商务与财政
323,centigrade,adj.,/ˈsentɪɡreɪd/,摄氏的,Water boils at 100 degrees centigrade.,科技、网络与现代生活
324,centimeter,n.,/ˈsentɪmiːtə(r)/,厘米,The little wooden stick is ten centimeters long.,学校生活与教育
325,central,adj.,/ˈsentrəl/,中央的；核心的,The library stands in the central park.,空间定位与方向
326,centre,n.,/ˈsentə(r)/,中心,He walked into the busy shopping centre.,经济、商务与财政
327,century,n.,/ˈsentʃəri/,世纪,The ancient book was written three centuries ago.,历史、社会与政治
328,cereal,n.,/ˈsɪəriəl/,谷物；麦片,He usually has a bowl of cereal for breakfast.,饮食、健康与运动
329,ceremony,n.,/ˈserəməni/,典礼，仪式,They attended the high school opening ceremony.,学校生活与教育
330,certain,adj.,/ˈsɜːtn/,确定的；某种,I am absolutely certain that he will pass.,语言、逻辑与哲学
331,certainly,adv.,/ˈsɜːtnli/,当然；必定,I will certainly help you with your math.,学校生活与教育
332,certificate,n.,/səˈtɪfɪkət/,证书；证明,He received a graduation certificate today.,学校生活与教育
333,chain,n./v.,/tʃeɪn/,链条；连锁店,He owns a big chain of family bookstores.,经济、商务与财政
334,chair,n.,/tʃeə(r)/,椅子；主席,Please sit down on the comfortable chair.,人际关系与社交
335,chairman,n.,/ˈtʃeəmən/,主席；董事长,The chairman hosted the communication meeting.,职场、工作与生涯规划
336,chairwoman,n.,/ˈtʃeəwʊmən/,女主席,She was elected as the new chairwoman.,职场、工作与生涯规划
337,chalk,n.,/tʃɔːk/,粉笔,The teacher used white chalk to write words.,学校生活与教育
338,challenge,n./v.,/ˈtʃælɪndʒ/,挑战,Passing the entrance exam is a big challenge.,学校生活与教育
339,challenging,adj.,/ˈtʃælɪndʒɪŋ/,具有挑战性的,Embedded system development is challenging.,科技、网络与现代生活
340,chamber,n.,/ˈtʃeɪmbə(r)/,房间；会议厅,The grand chamber was decorated with oil paintings.,文学、艺术与娱乐
341,champion,n.,/ˈtʃæmpiən/,冠军,Our school team won the basketball champion.,饮食、健康与运动
342,championship,n.,/ˈtʃæmpiənʃɪp/,锦标赛,He qualified for the national championship.,饮食、健康与运动
343,chance,n.,/tʃɑːns/,机会；可能性,Give him another chance to review English.,学校生活与教育
344,change,v./n.,/tʃeɪndʒ/,改变；零钱,The climate here changes dynamically.,自然、环境与航天
345,changeable,adj.,/ˈtʃeɪndʒəbl/,易变的,The spring weather is highly changeable.,自然、环境与航天
346,channel,n.,/ˈtʃænl/,海峡；频道；渠道,The English Channel separates Britain and France.,旅游、交通与综合高频
347,chant,n./v.,/tʃɑːnt/,吟诵；圣歌,The children learned a simple English chant.,学校生活与教育
348,chaos,n.,/ˈkeɪɒs/,混乱,The traffic breakdown caused total chaos.,旅游、交通与综合高频
349,chapel,n.,/ˈtʃæpl/,小教堂,The family chapel stands quietly in village.,历史、社会与政治
350,chapter,n.,/ˈtʃæptə(r)/,章节,Please read the second chapter of math book.,学校生活与教育
351,character,n.,/ˈkærəktə(r)/,性格；特点；汉字,He is a man of strong and honest character.,个人情况与情感
352,characteristic,n./adj.,/ˌkærəktəˈrɪstɪk/,特征；特有的,Patience is a characteristic of good teachers.,学校生活与教育
353,damage,n./v.,/ˈdæmɪdʒ/,损害，破坏,The storm caused severe damage to the crops.,自然、环境与航天
354,damp,adj.,/dæmp/,潮湿的,The clothes are still damp from the heavy rain.,自然、环境与航天
355,dance,v./n.,/dɑːns/,跳舞；舞蹈,She loves traditional Chinese folk dance.,文学、艺术与娱乐
356,danger,n.,/ˈdeɪndʒə(r)/,危险,The sign warns mountain climbers of danger.,自然、环境与航天
357,dangerous,adj.,/ˈdeɪndʒərəs/,危险的,It is dangerous to swim across the broad river.,旅游、交通与综合高频
358,dare,v.,/deə(r)/,敢，敢于,How dare you speak to the teacher like that?,个人情况与情感
359,dark,adj./n.,/dɑːk/,黑暗的；深色的,It was completely dark when he arrived home.,时间概念与序列
360,darkness,n.,/ˈdɑːknəs/,黑暗,The cat can see things clearly in darkness.,自然、环境与航天
361,dashboard,n.,/ˈdæʃbɔːd/,仪表板,The warning light flashed on the car dashboard.,科技、网络与现代生活
362,data,n.,/ˈdeɪtə/,数据,The AI system processes large volumes of data.,科技、网络与现代生活
363,database,n.,/ˈdeɪtəbeɪs/,数据库,The Android application uses an offline database.,科技、网络与现代生活
364,date,n./v.,/deɪt/,日期；约会；确定年代,Please write down today's date on the form.,时间概念与序列
365,daughter,n.,/ˈdɔːtə(r)/,女儿,Their daughter is studying advanced biology now.,人际关系与社交
366,dawn,n.,/dɔːn/,黎明，拂晓,He woke up at dawn to memorize English words.,时间概念与序列
367,day,n.,/deɪ/,一天；白天,Have a wonderful day at the West Lake park.,旅游、交通与综合高频
368,daybreak,n.,/ˈdeɪbreɪk/,破晓,The farm workers started working at daybreak.,自然、环境与航天
369,dead,adj.,/ded/,死的,The old leaves on the ground are completely dead.,自然、环境与航天
370,deadline,n.,/ˈdedlaɪn/,截止日期,We must finish the app before the deadline.,职场、工作与生涯规划
371,deadly,adj.,/ˈdedli/,致命的,The chemical substance is deadly to insects.,自然、环境与航天
372,deaf,adj.,/def/,聋的,He uses sign language because he is deaf.,人际关系与社交
373,deal,v./n.,/diːl/,处理；交易,How do you plan to deal with this problem?,语言、逻辑与哲学
374,dear,adj./int.,/dɪə(r)/,亲爱的；昂贵的；哎呀,"Dear teacher, thank you for your kind advice.",人际关系与社交
375,death,n.,/deθ/,死亡,The scientist's death was a huge global loss.,历史、社会与政治
376,debate,n./v.,/bɪˈbeɪt/,辩论，争论,The students had a lively debate about AI.,学校生活与教育
377,debt,n.,/det/,债务,He worked day and night to pay off his debt.,经济、商务与财政
378,decade,n.,/ˈdekeɪd/,十年,The city has changed dramatically in the decade.,历史、社会与政治
379,decay,v./n.,/dɪˈkeɪ/,腐烂；衰退,Sugar left on teeth causes rapid tooth decay.,饮食、健康与运动
380,deceive,v.,/dɪˈsiːv/,欺骗,Don't try to deceive your close friends.,人际关系与社交
381,December,n.,/dɪˈsembə(r)/,十二月,December is the twelfth month of the year.,时间概念与序列
382,decent,adj.,/ˈdiːsnt/,体面的；像样的,He got a decent job in a communication firm.,职场、工作与生涯规划
383,decide,v.,/dɪˈsaɪd/,决定,It is hard to decide which workbook to buy.,学校生活与教育
384,decision,n.,/dɪˈsɪʒn/,决定,He made a quick decision to study automation.,学校生活与教育
385,deck,n.,/dek/,甲板；舱面,They stood on the ship deck to enjoy scenery.,旅游、交通与综合高频
386,declare,v.,/dɪˈkleə(r)/,宣布；声明,The government declared a new environmental law.,历史、社会与政治
387,decline,v./n.,/dɪˈklaɪn/,拒绝；下降,He declined the business job offer yesterday.,经济、商务与财政
388,decorate,v.,/ˈdekəreɪt/,装饰,They decorated the classroom with red balloons.,学校生活与教育
389,decoration,n.,/ˌdekəˈreɪʃn/,装饰物,The Christmas tree decorations look beautiful.,文学、艺术与娱乐
390,decrease,v./n.,/dɪˈkriːs/,减少,The population of the village decreased slowly.,自然、环境与航天
391,dedicate,v.,/ˈdedɪkeɪt/,奉献；致力于,He dedicated his life to scientific research.,学校生活与教育
392,dedication,n.,/ˌdedɪˈkeɪʃn/,奉献，专注,Her dedication to high school teaching is great.,学校生活与教育
393,deep,adj./adv.,/diːp/,深的；深深刻地,The broad river is very deep near the bridge.,空间定位与方向
394,deeply,adv.,/ˈdiːpli/,深深地,I was deeply moved by his brave behavior.,个人情况与情感
395,deer,n.,/dɪə(r)/,鹿,A wild deer was running fast inside the woods.,自然、环境与航天
396,defeat,v./n.,/dɪˈfiːt/,打败；击败,Our school team defeated their team easily.,饮食、健康与运动
397,defence,n.,/dɪˈfens/,防御；保卫,Vitamin C builds up a strong bodily defence.,饮食、健康与运动
398,defend,v.,/dɪˈfend/,保卫；辩护,The soldiers fought bravely to defend city.,历史、社会与政治
399,defense,n.,/bɪˈfens/,防御；防务,The radar system provides strong air defense.,科技、网络与现代生活
400,deficit,n.,/ˈdefɪsɪt/,赤字；亏空,The trade deficit reached ten billion dollars.,经济、商务与财政
401,define,v.,/dɪˈfaɪn/,下定义；限定,It is vital to define the tech terms clearly.,语言、逻辑与哲学
402,definite,adj.,/ˈdefɪnət/,明确的；肯定的,I need a definite answer before tomorrow.,语言、逻辑与哲学
