序号,单词,词性,音标,中文意思,简易英文例句,主题
423,depend,v.,/dɪˈpend/,依靠；取决于,Success depends largely on your hard work.,学校生活与教育
424,dependence,n.,/dɪˈpendəns/,依赖；信任,We should reduce our dependence on foreign oil.,自然、环境与航天
425,deposit,v./n.,/dɪˈpɒzɪt/,订金；存款；存放,You need to pay a small deposit for the room.,经济、商务与财政
426,depress,v.,/dɪˈpres/,使沮丧；使萧条,The bad news depressed everyone in the office.,个人情况与情感
427,depth,n.,/depθ/,深度,Scientists measured the depth of the ocean bay.,自然、环境与航天
428,deputy,n.,/ˈdepjuti/,副职；代表,He was appointed as the deputy director of lab.,职场、工作与生涯规划
429,derive,v.,/dɪˈraɪv/,源于；导出,Many English words are derived from Latin.,学校生活与教育
430,descend,v.,/dɪˈsend/,下来；下降,The plane started to descend through clouds.,旅游、交通与综合高频
431,describe,v.,/dɪˈskraɪb/,描写，描述,Can you describe the character of your friend?,个人情况与情感
432,description,n.,/dɪˈskrɪpʃn/,描写，描述,The booklet gives a brief description of Hangzhou.,旅游、交通与综合高频
433,desert,n./v.,/ˈdezət/ /dɪˈzɜːt/,沙漠；抛弃,Camels can walk for days across the dry desert.,自然、环境与航天
434,deserve,v.,/dɪˈzɜːv/,应得；值得,Your excellent work deserves high praise.,职场、工作与生涯规划
435,design,v./n.,/dɪˈzaɪn/,设计；图案,He helped design the WeChat Mini-Program.,科技、网络与现代生活
436,designer,n.,/dɪˈzaɪnə(r)/,设计师,She works as a fashion designer in Shanghai.,职场、工作与生涯规划
437,desire,n./v.,/dɪˈzaɪə(r)/,愿望；渴望,He has a strong desire to master chess tactics.,学校生活与教育
438,desk,n.,/desk/,书桌；办公桌,There is a geometric workbook on the desk.,学校生活与教育
439,despair,n./v.,/dɪˈspeə(r)/,绝望,Don't despair even if you fail the test.,个人情况与情感
440,desperate,adj.,/ˈdespərət/,绝望的；拼命的,The trapped animals made a desperate effort.,自然、环境与航天
441,despite,prep.,/dɪˈspaɪt/,不管，尽管,They went camping despite the heavy rain.,旅游、交通与综合高频
442,dessert,n.,/dɪˈzɜːt/,甜点；正餐后的水果,We ordered chocolate ice cream for dessert.,饮食、健康与运动
443,destination,n.,/ˌdestɪˈneɪʃn/,目的地,It took two hours to reach our destination.,旅游、交通与综合高频
444,destroy,v.,/dɪˈstrɔɪ/,破坏，毁灭,The historic castle was destroyed in the war.,历史、社会与政治
445,destruction,n.,/dɪˈstrʌkʃn/,破坏，毁灭,The storm caused the destruction of many trees.,自然、环境与航天
446,detail,n.,/ˈdiːteɪl/,细节,Please tell me the full details of the project.,职场、工作与生涯规划
447,detailed,adj.,/ˈdiːteɪld/,详细的,The manual provides detailed technical analyses.,科技、网络与现代生活
448,detect,v.,/dɪˈtekt/,察觉；探测,The radar system can detect distant planes.,科技、网络与现代生活
449,detective,n.,/dɪˈtektɪv/,侦探,He loves reading modern detective novels.,文学、艺术与娱乐
450,determination,n.,/dɪˌtɜːmɪˈneɪʃn/,决心,She fought the illness with great determination.,饮食、健康与运动
451,determine,v.,/dɪˈtɜːmɪn/,决定；确定,Hard work determines your final test score.,学校生活与教育
452,determined,adj.,/dɪˈtɜːmɪnd/,下定决心的,He is determined to study embedded hardware.,学校生活与教育
453,develop,v.,/dɪˈveləp/,发展；开发；研制,They developed a new AI testing algorithm.,科技、网络与现代生活
454,development,n.,/dɪˈveləpmənt/,发展；开发,The city has witnessed rapid economic development.,经济、商务与财政
455,device,n.,/dɪˈvaɪs/,装置，设备,A smartphone is a vital communication device.,科技、网络与现代生活
456,devote,v.,/dɪˈvəʊt/,奉献；致力于,He devoted his weekends to teaching his son math.,人际关系与社交
457,devotion,n.,/dɪˈvəʊʃn/,奉献；忠诚,Her devotion to nursing won deep respect.,饮食、健康与运动
458,diagram,n.,/ˈdaɪəɡræm/,图表；图解,The math teacher drew a geometry diagram.,学校生活与教育
459,dial,v.,/ˈdaɪəl/,拨号,Please dial the emergency number immediately.,旅游、交通与综合高频
460,dialogue,n.,/ˈdaɪəlɒɡ/,对话,The textbook contains simple English dialogues.,学校生活与教育
461,diamond,n.,/ˈdaɪəmənd/,钻石；菱形,The ring was set with a beautiful diamond.,人际关系与社交
462,diary,n.,/ˈdaɪəri/,日记,She keeps a diary to record daily activities.,学校生活与教育
463,dictation,n.,/dɪkˈteɪʃn/,听写,We have an English word dictation every morning.,学校生活与教育
464,dictionary,n.,/ˈdɪkʃənri/,词典，字典,You can check the accurate phonetics in dictionary.,学校生活与教育
465,die,v.,/daɪ/,死,The ancient tree died because of the drought.,自然、环境与航天
466,diet,n.,/ˈdaɪət/,日常饮食,A balanced diet is essential for your health.,饮食、健康与运动
467,differ,v.,/ˈdɪfə(r)/,不同，有异,My opinion differs completely from his.,语言、逻辑与哲学
468,difference,n.,/ˈdɪfrəns/,不同；差额,Can you tell the difference between the chips?,科技、网络与现代生活
469,different,adj.,/ˈdɪfrənt/,不同的,They hold different views on standard rules.,语言、逻辑与哲学
470,difficult,adj.,/ˈdɪfɪkəlt/,困难的,This is an extremely difficult geometry problem.,学校生活与教育
471,difficulty,n.,/ˈdɪfɪkəlti/,困难,He overcame the technical difficulties alone.,科技、网络与现代生活
472,dig,v.,/dɪɡ/,挖，掘,The workers are digging a trench to lay cables.,科技、网络与现代生活
473,digest,v./n.,/daɪˈdʒest/,消化；摘要,It takes time to digest complex technical text.,科技、网络与现代生活
474,digital,adj.,/ˈdɪdʒɪtl/,数字的,We live in a highly dynamic digital era.,科技、网络与现代生活
475,dignity,n.,/ˈdɪɡnəti/,尊严；高贵,Every citizen should be treated with dignity.,历史、社会与政治
476,dilemma,n.,/dɪˈlemə/,窘境，进退两难,He faced a dilemma over the job relocation package.,职场、工作与生涯规划
477,dimension,n.,/daɪˈmenʃn/,维；尺寸；面积,Time is sometimes considered the fourth dimension.,科技、网络与现代生活
478,each,adj./pron.,/iːtʃ/,每人；每个,Each student received a standard dictionary.,学校生活与教育
479,eager,adj.,/ˈiːɡə(r)/,渴望的，热切的,The beginners are eager to learn chess opening.,学校生活与教育
480,eagle,n.,/ˈiːɡl/,鹰,The wild eagle flew high above the mountain.,自然、环境与航天
481,ear,n.,/ɪə(r)/,耳朵；听力；穗,He whispered the password into her ear.,人际关系与社交
482,early,adj./adv.,/ˈɜːli/,早的；提早,He caught the early bus to go to the factory.,旅游、交通与综合高频
483,earn,v.,/ɜːn/,挣得；赢得,He works hard to earn money for the family.,经济、商务与财政
484,earnest,adj.,/ˈɜːnɪst/,认真的，诚挚的,An earnest student always pays attention in class.,学校生活与教育
485,earth,n.,/ɜːθ/,地球；土地,The moon moves dynamically around the earth.,自然、环境与航天
486,earthquake,n.,/ˈɜːθkweɪk/,地震,The severe earthquake destroyed many buildings.,自然、环境与航天
487,ease,n./v.,/iːz/,舒适；缓解,The medicine helped to ease his sharp pain.,饮食、健康与运动
488,easily,adv.,/ˈiːzəli/,容易地,You can easily find the library on the map.,空间定位与方向
489,east,adj./adv./n.,/iːst/,东方的；向东；东方,The window faces east to let the sunshine in.,空间定位与方向
490,Easter,n.,/ˈiːstə(r)/,复活节,Children look for painted eggs at Easter.,历史、社会与政治
491,eastern,adj.,/ˈiːstən/,东部的；东方的,Hangzhou is located in the eastern part of China.,旅游、交通与综合高频
492,easy,adj.,/ˈiːzi/,容易的；舒适的,The geometry formula makes the solution easy.,学校生活与教育
493,easy-going,adj.,/ˌiːzi ˈɡəʊɪŋ/,随和的,Our communication team leader is very easy-going.,职场、工作与生涯规划
494,eat,v.,/iːt/,吃,We should eat fresh fruits and vegetables daily.,饮食、健康与运动
495,echo,n./v.,/ˈekəʊ/,回音；共鸣；重复,His loud voice echoed inside the stone cave.,自然、环境与航天
496,ecological,adj.,/ˌiːkəˈlɒdʒɪkl/,生态的,The campaign aims to protect local ecological balance.,自然、环境与航天
497,ecology,n.,/iˈkɒlədʒi/,生态学,He is studying the regional plant ecology.,学校生活与教育
498,economic,adj.,/ˌiːkəˈnɒmɪk/,经济的；经济学,The country is facing huge economic challenges.,经济、商务与财政
499,economical,adj.,/ˌiːkəˈnɒmɪkl/,节约的，实惠的,Riding a bike to work is very economical.,经济、商务与财政
500,economy,n.,/ɪˈkɒnəmi/,经济；节约,The digital economy is booming dynamically.,经济、商务与财政
501,edge,n.,/edʒ/,边缘；刀刃,He stood carefully at the edge of the cliff.,空间定位与方向
502,edition,n.,/ɪˈdɪʃn/,版本,This is the third edition of the textbook.,学校生活与教育
503,editor,n.,/ˈedɪtə(r)/,编辑,The chief editor checked the script thoroughly.,文学、艺术与娱乐
504,educate,v.,/ˈedʒukeɪt/,教育，培养,Parents should educate children to be honest.,人际关系与社交
505,education,n.,/ˌedʒuˈkeɪʃn/,教育,High school education is vital for teens.,学校生活与教育
506,fable,n.,/ˈfeɪbl/,寓言,Aesop's Fables contain many useful lessons.,文学、艺术与娱乐
507,fabric,n.,/ˈfæbrɪk/,织物；结构,The sofa is covered with durable cotton fabric.,科技、网络与现代生活
508,face,n./v.,/feɪs/,脸；面对；朝向,He faced the grand challenge with great courage.,个人情况与情感
509,facial,adj.,/ˈfeɪʃl/,面部的,His facial expression showed total surprise.,个人情况与情感
510,facility,n.,/fəˈsɪləti/,设施，设备,The sports facility in school is excellent.,学校生活与教育
511,fact,n.,/fækt/,事实,"In fact, he has finished the code deployment.",科技、网络与现代生活
512,factor,n.,/ˈfæktə(r)/,因素,Patience is a key factor in mastering chess.,学校生活与教育
513,factory,n.,/ˈfæktri/,工厂,The modern factory manufactures semiconductor chips.,科技、网络与现代生活
514,faculty,n.,/ˈfæklti/,全体教员；能力,The university faculty consists of 200 experts.,学校生活与教育
515,fade,v.,/feɪd/,褪色；逐渐消失,The historic oil painting colors started to fade.,文学、艺术与娱乐
516,fail,v.,/feɪl/,失败；不及格,He failed to pass the driving test yesterday.,旅游、交通与综合高频
517,failure,n.,/ˈfeɪljə(r)/,失败；故障,The system failure was caused by a software bug.,科技、网络与现代生活
518,faint,adj./v.,/feɪnt/,微弱的；昏厥,I heard a faint sound coming from basement.,空间定位与方向
519,fair,adj./n.,/feə(r)/,公平的；集市；展览会,The teacher made a fair decision for both boys.,学校生活与教育
520,fairly,adv.,/ˈfeəli/,相当地；公平地,The physics test was fairly difficult today.,学校生活与教育
521,fairytale,n.,/ˈfeəriteɪl/,童话故事,She loves reading fairytales to her little baby.,人际关系与社交
522,faith,n.,/feɪθ/,信任；信仰,We have total faith in our team leader.,职场、工作与生涯规划
523,faithful,adj.,/ˈfeɪθfl/,忠实的,The dog is a faithful companion to the old man.,自然、环境与航天
524,fall,v./n.,/fɔːl/,落下；跌倒；秋天,The leaves fall from trees when autumn comes.,自然、环境与航天
525,false,adj.,/fɔːls/,错误的；虚伪的,Please mark true or false for each sentence.,学校生活与教育
526,fame,n.,/feɪm/,名声，名望,The actor achieved global fame after the film.,文学、艺术与娱乐
527,familiar,adj.,/fəˈmɪliə(r)/,熟悉的,The local streets look very familiar to me.,旅游、交通与综合高频
528,family,n.,/ˈfæməli/,家庭；家族,He enjoys spending weekends with his family.,人际关系与社交
529,famine,n.,/ˈfæmɪn/,饥荒,The severe drought caused a widespread famine.,自然、环境与航天
530,famous,adj.,/ˈfeɪməs/,著名的,The West Lake is a famous scenic spot in China.,旅游、交通与综合高频
531,fan,n.,/fæn/,狂热爱好者；风扇,He is a loyal fan of international chess.,文学、艺术与娱乐
532,fancy,adj./v./n.,/ˈfænsi/,别致的；想象,They went to a fancy restaurant to celebrate.,人际关系与社交
533,fantastic,adj.,/fænˈtæstɪk/,极好的；奇异的,The laser light show last night was fantastic.,文学、艺术与娱乐
534,fantasy,n.,/ˈfæntəsi/,幻想；虚幻,The book belongs to the category of modern fantasy.,文学、艺术与娱乐
535,far,adj./adv.,/fɑ:(r)/,远的；远地,The local high school is not far from home.,空间定位与方向
536,fare,n.,/feə(r)/,车费，船费,He paid the bus fare with his smartphone.,经济、商务与财政
537,farewell,n./int.,/ˌfeəˈwel/,告别,They held a farewell party for the manager.,职场、工作与生涯规划
538,farm,n./v.,/fɑːm/,农场；务农,They grow organic vegetables on the family farm.,自然、环境与航天
539,farmer,n.,/ˈfɑːmə(r)/,农夫，农民,The local farmers are harvesting fresh apples.,自然、环境与航天
540,farming,n.,/ˈfɑːmɪŋ/,农业，务农,Modern farming relies heavily on technology.,科技、网络与现代生活
541,fascinate,v.,/ˈfæsɪneɪt/,使着迷,The automation system completely fascinated him.,科技、网络与现代生活
542,fashion,n.,/ˈfæʃn/,时尚；方式,Her dress style follows the latest modern fashion.,人际关系与社交
543,fashionable,adj.,/ˈfæʃnəbl/,时髦的,The shopping mall sells fashionable clothes.,经济、商务与财政
544,fast,adj./adv.,/fɑːst/,快的；快地,The network chip handles data very fast.,科技、网络与现代生活
545,fasten,v.,/ˈfɑːsn/,系紧，扎牢,Please fasten your seat belt before departure.,旅游、交通与综合高频
546,fat,n./adj.,/fæt/,脂肪；肥胖的,Too much sweet food makes people fat.,饮食、健康与运动
547,fatal,adj.,/ˈfeɪtl/,致命的,A careless coding mistake led to a fatal bug.,科技、网络与现代生活
548,fate,n.,/feɪt/,命运,No one can predict the permanent fate of country.,历史、社会与政治
549,father,n.,/ˈfɑːðə(r)/,父亲,His father works as a senior technical expert.,人际关系与社交
550,fault,n.,/fɔːlt/,缺点；过失；故障,The machine failure was not the engineer's fault.,科技、网络与现代生活
551,faulty,adj.,/ˈfɔːlti/,有错误的；有故障的,He replaced the faulty crystal oscillator today.,科技、网络与现代生活
552,favor,n./v.,/ˈfeɪvə(r)/,恩惠；赞同；偏爱,Could you do me a favor to check this line?,职场、工作与生涯规划
553,favorable,adj.,/ˈfeɪvərəbl/,赞同的；有利的,The manager gave a favorable review to the app.,职场、工作与生涯规划
554,favorite,adj./n.,/ˈfeɪvərɪt/,最喜爱的；幸运儿,Math geometry is my son's favorite subject.,学校生活与教育
555,fax,n./v.,/fæks/,传真,Please send the signed document via fax.,职场、工作与生涯规划
556,fear,n./v.,/fɪə(r)/,害怕，恐惧,The brave soldiers showed no fear in battle.,历史、社会与政治
557,fearless,adj.,/ˈfɪələs/,无畏的,The fearless firefighters entered the building.,个人情况与情感
558,feasible,adj.,/ˈfiːzəbl/,可行的,The technical solution is completely feasible.,科技、网络与现代生活
559,feast,n./v.,/fiːst/,盛宴；宴请,They prepared a grand feast to welcome guests.,人际关系与社交
560,feather,n.,/ˈfeðə(r)/,羽毛,The little bird has soft and colorful feathers.,自然、环境与航天
561,feature,n./v.,/ˈfiːtʃə(r)/,特征；特色；以...为特色,The new software version features offline data.,科技、网络与现代生活
