序号,单词,词性,音标,中文意思,简易英文例句,主题
1265,socialism,n.,/ˈsəʊʃəlɪzəm/,社会主义,They studied the economic theory of socialism.,历史、社会与政治
1266,socialist,adj./n.,/ˈsəʊʃəlɪst/,社会主义的,The party follows a socialist development plan.,历史、社会与政治
1267,society,n.,/səˈsaɪəti/,社会；协会,Modern society depends heavily on technology.,历史、社会与政治
1268,sock,n.,/sɒk/,短袜,He wore a clean pair of wool socks today.,生活、饮食与健康
1269,socket,n.,/ˈsɒkɪt/,插座；套筒,Ensure the power cable is plugged into the socket.,科技、网络与现代生活
1270,soda,n.,/ˈsəʊdə/,汽水；苏打,He prefers drinking cold soda in summer.,生活、饮食与健康
1271,sofa,n.,/ˈsəʊfə/,沙发,We relaxed on the sofa after the hard work.,生活、饮食与健康
1272,soft,adj.,/sɒft/,软的；柔软的,Use a soft cloth to wipe the delicate screen.,科技、网络与现代生活
1273,software,n.,/ˈsɒftweə(r)/,软件,The software updates improve system stability.,科技、网络与现代生活
1274,soil,n./v.,/sɔɪl/,土壤；弄脏,The soil sample was taken for laboratory testing.,自然、环境与航天
1275,solar,adj.,/ˈsəʊlə(r)/,太阳的；太阳能的,The station is powered by solar energy panels.,自然、环境与航天
1276,soldier,n.,/ˈsəʊldʒə(r)/,士兵,The soldier guarded the entrance of the camp.,历史、社会与政治
1277,sole,adj./n.,/səʊl/,唯一的；脚底,The sole purpose of this tool is data backup.,科技、网络与现代生活
1278,solid,adj./n.,/ˈsɒlɪd/,固体的；结实的,The ice is solid enough to support the weight.,自然、环境与航天
1279,solidarity,n.,/ˌsɒlɪˈdærəti/,团结，一致,The team showed great solidarity during the project.,职场、工作与生涯规划
1280,solution,n.,/səˈluːʃn/,解决；溶液,The chemical solution is used for cleaning parts.,科技、网络与现代生活
1281,solve,v.,/sɒlv/,解决；解答,We need to solve the logic error in the code.,科技、网络与现代生活
