序号,单词,词性,音标,中文意思,简易英文例句,主题
858,ninth,num.,/naɪnθ/,第九,This is the ninth bug he fixed today.,科技、网络与现代生活
859,nitrogen,n.,/ˈnaɪtrədʒən/,氮；氮气,The semiconductor factory uses clean nitrogen gas.,科技、网络与现代生活
860,no,adv./adj.,/nəʊ/,不；没有,There is no doubt that data analysis is vital.,科技、网络与现代生活
861,noble,adj./n.,/ˈnəʊbl/,高尚的；贵族的,The teacher's devotion is a noble example.,学校生活与教育
862,nobody,pron./n.,/ˈnəʊbədi/,没有人；小人物,Nobody knew how to trace the hidden system bug.,科技、网络与现代生活
863,nod,v./n.,/nɒd/,点头,The manager nodded in approval of the plan.,职场、工作与生涯规划
864,noise,n.,/nɔɪz/,噪音；响声,We must reduce signal noise in physical layer processing.,科技、网络与现代生活
865,noisy,adj.,/ˈnɔɪzi/,嘈杂的，喧闹的,It is hard to code inside a noisy office.,职场、工作与生涯规划
866,obey,v.,/əˈbeɪ/,服从；遵守,You must obey the standard traffic rules.,旅游、交通与综合高频
867,object,n./v.,/ˈɒbdʒɪkt/ /əbˈdʒekt/,物体；目标；对象；反对,Python treats everything as a basic object.,科技、网络与现代生活
868,objection,n.,/əbˈdʒekʃn/,反对；异议,The legal representative raised no objection.,职场、工作与生涯规划
869,objective,adj./n.,/əbˈdʒektɪv/,客观的；目标,The report gives an objective technical review.,科技、网络与现代生活
870,obligation,n.,/ˌɒblɪˈɡeɪʃn/,义务，责任,Every employee has an obligation to protect data safety.,职场、工作与生涯规划
871,observe,v.,/əbˈzɜːv/,观察；注意到；遵守,Scientists observe the data dynamics on screen.,科技、网络与现代生活
872,observation,n.,/ˌɒbzəˈveɪʃn/,观察；观测,Keep close observation on the motor temperature.,科技、网络与现代生活
873,obtain,v.,/əbˈteɪn/,获得，得到,We need to obtain explicit consent from users.,科技、网络与现代生活
874,obvious,adj.,/ˈɒbviəs/,明显的,There is an obvious coding logic mistake here.,科技、网络与现代生活
875,obviously,adv.,/ˈɒbviəsli/,明显地,The network chip is obviously running fast.,科技、网络与现代生活
876,occasion,n.,/əˈkeɪʒn/,场合；时机,The family gathered together on this festival occasion.,人际关系与社交
877,occasional,adj.,/əˈkeɪʒənl/,偶尔的,The automated system has occasional data delays.,科技、网络与现代生活
878,occupation,n.,/ˌɒkjuˈpeɪʃn/,职业；占领,Please state your name and occupation on the form.,职场、工作与生涯规划
879,occupy,v.,/ˈɒkjupaɪ/,占用；占领,The data logs occupy too much storage space.,科技、网络与现代生活
880,occur,v.,/əˈkɜː(r)/,发生；出现；想起,A fatal bug occurred during system deployment.,科技、网络与现代生活
881,ocean,n.,/ˈəʊʃn/,海洋,Satellite signals can travel across the vast ocean.,自然、环境与航天
882,pace,n./v.,/peɪs/,步子；速度；踱步,The country is developing at a rapid pace.,经济、商务与财政
883,pacific,adj.,/pəˈsɪfɪk/,和平的；太平洋的,The plane flew high above the Pacific Ocean.,自然、环境与航天
884,pack,n./v.,/pæk/,包裹；捆扎,Please pack the electronic repair tools neatly.,科技、网络与现代生活
885,package,n./v.,/ˈpækɪdʒ/,包裹；一揽子方案,The courier will deliver the package to your door.,旅游、交通与综合高频
886,packet,n.,/ˈpækɪt/,小包裹；数据包,The router dropped several core data packets.,科技、网络与现代生活
887,pad,n./v.,/pæd/,垫；平板电脑；便携纸,He used a mouse pad to protect the desk surface.,科技、网络与现代生活
888,page,n.,/peɪdʒ/,页，页面,Open your math workbook to page forty-five.,学校生活与教育
889,pain,n./v.,/peɪn/,疼痛；痛苦,The medicine helped to ease his knee pain.,饮食、健康与运动
890,painful,adj.,/ˈpeɪnfl/,痛苦的；伤脑筋的,It was a painful process to trace the hardware bug.,科技、网络与现代生活
891,paint,n./v.,/peɪnt/,油漆；绘画,He used red paint to decorate the garden fence.,自然、环境与航天
892,painter,n.,/ˈpeɪntə(r)/,画家；油漆匠,The painter completed a beautiful West Lake scenery.,文学、艺术与娱乐
893,painting,n.,/ˈpeɪntɪŋ/,油画；水彩画,An ancient oil painting hangs inside the hall.,文学、艺术与娱乐
894,pair,n./v.,/peə(r)/,一双，一对,He bought a new pair of chess pieces today.,文学、艺术与娱乐
895,palace,n.,/ˈpæləs/,宫殿,They visited the historic imperial palace in Beijing.,历史、社会与政治
896,pale,adj.,/peɪl/,苍白的；淡的,His face looked pale because of severe illness.,饮食、健康与运动
897,palm,n.,/pɑːm/,手掌；棕榈树,He held a tiny crystal oscillator in his palm.,科技、网络与现代生活
898,pan,n.,/pæn/,平底锅,She cooked delicious eggs using a frying pan.,饮食、健康与运动
899,panel,n.,/ˈpænl/,控制面板；仪表盘,The engineer checked the automation status panel.,科技、网络与现代生活
900,panic,n./v./adj.,/ˈpænɪk/,惊慌，恐慌,Don't panic even if the server goes offline.,科技、网络与现代生活
901,paper,n./adj.,/ˈpeɪpə(r)/,纸；论文；报纸,The technician is reviewing a 3GPP standard paper.,科技、网络与现代生活
902,parachute,n./v.,/ˈpærəʃuːt/,降落伞,The pilot jumped out and opened his parachute.,自然、环境与航天
903,parade,n./v.,/pəˈreɪd/,游行；阅兵,A grand military parade was held on National Day.,历史、社会与政治
904,paragraph,n.,/ˈpærəɡrɑːf/,段落,Please write a summary for this text paragraph.,学校生活与教育
905,parallel,adj./n./v.,/ˈpærəlel/,平行的；并行的,The two geometric lines are perfectly parallel.,学校生活与教育
906,parcel,n./v.,/ˈpɑːsl/,包裹；邮包,The cargo terminal manages thousands of parcels.,旅游、交通与综合高频
907,pardon,n./v./int.,/ˈpɑːdn/,原谅；宽恕,"Pardon me, could you repeat the database error line?",科技、网络与现代生活
908,parent,n.,/ˈpeənt/,父亲；母亲；双亲,Parents should spend high-quality time with kids.,人际关系与社交
909,park,n./v.,/pɑːk/,公园；停放(汽车),He parked his family car under the tree shadow.,空间定位与方向
910,parking,n.,/ˈpɑːkɪŋ/,停车,It is difficult to find a parking space near West Lake.,旅游、交通与综合高频
911,parliament,n.,/ˈpɑːləmənt/,议会，国会,The new law was debated inside the parliament.,历史、社会与政治
912,part,n./v./adv.,/pɑːt/,部分；零件；分离,He ordered a replacement part for the machine motor.,科技、网络与现代生活
