序号,单词,词性,音标,中文意思,简易英文例句,主题
953,quality,n./adj.,/ˈkwɒləti/,质量；品质；高质的,We must ensure the software quality of the application.,科技、网络与现代生活
954,quantity,n.,/ˈkwɒntəti/,数量,The system logs contain a huge quantity of data.,科技、网络与现代生活
955,quarrel,n./v.,/ˈkwɒrəl/,吵架，争吵,They had a minor quarrel over the office setup.,人际关系与社交
956,quarter,n.,/ˈkwɔːtə(r)/,四分之一；一刻钟,The first quarter of the game finished quickly.,时间概念与序列
957,queen,n.,/kwiːn/,女王；(国际象棋)王后,The queen is the most powerful piece in chess tactics.,文学、艺术与娱乐
958,question,n./v.,/ˈkwestʃən/,问题；询问,Can you answer the geometry question on the desk?,学校生活与教育
959,queue,n./v.,/kjuː/,队列；排队,The database processes tasks inside a message queue.,科技、网络与现代生活
960,quick,adj./adv.,/kwɪk/,快的；迅速地,The system made a quick response to user input.,科技、网络与现代生活
961,quiet,adj.,/ˈkwaɪət/,安静的,Keep quiet inside the school testing center.,学校生活与教育
962,quit,v.,/kwɪt/,停止；放弃；退出,He decided to quit the setup tool and restart code.,科技、网络与现代生活
963,quite,adv.,/kwaɪt/,相当，非常,The deep learning math framework is quite complex.,科技、网络与现代生活
964,quiz,n.,/kwɪz/,小型考试；测验,The teacher gave us a short vocabulary quiz today.,学校生活与教育
965,race,n./v.,/reɪs/,比赛；赛跑；种族,The sports car completed the race around the track.,饮食、健康与运动
966,radar,n.,/ˈreɪdɑ:(r)/,雷达,The radar device detects distant aircraft signals.,科技、网络与现代生活
967,radiation,n.,/ˌreɪdiˈeɪʃn/,辐射,The thick shield protects engineers from radiation.,自然、环境与航天
968,radio,n./v.,/ˈreɪdiəʊ/,无线电；收音机,The telecom device receives high-frequency radio waves.,科技、网络与现代生活
969,radius,n.,/ˈreɪdiəs/,半径,Calculate the accurate radius of the Apollonius circle.,学校生活与教育
970,rag,n.,/ræɡ/,破布，抹布,Use a clean rag to wipe the dust off the chassis.,科技、网络与现代生活
971,rage,n./v.,/reɪdʒ/,盛怒，大怒,He flew into a rage because of the data loss bug.,个人情况与情感
972,rail,n.,/reɪl/,铁轨；栏杆,The fast train moves smoothly along the steel rail.,旅游、交通与综合高频
973,railway,n.,/ˈreɪlweɪ/,铁路,The high-speed railway connects Hangzhou and Shanghai.,旅游、交通与综合高频
974,rain,n./v.,/reɪn/,雨；下雨,Heavy rain delayed the outdoor automation testing.,自然、环境与航天
975,rainbow,n.,/ˈreɪnbəʊ/,彩虹,A beautiful rainbow appeared across the sky after storm.,自然、环境与航天
976,raincoat,n.,/ˈreɪnkəʊt/,雨衣,Put on your raincoat before you step into the storm.,自然、环境与航天
977,raise,v./n.,/reɪz/,筹集；提高；抚养,They managed to raise capital for the local chip firm.,经济、商务与财政
978,range,n./v.,/reɪndʒ/,范围；山脉；排列,The wireless module has an effective testing range.,科技、网络与现代生活
979,rank,n./v.,/ræŋk/,军衔；名次；排列,His test score ranked first inside the whole district.,学校生活与教育
980,rapid,adj.,/ˈræpɪd/,迅速的，快速的,The digital platform witnessed rapid volume growth.,科技、网络与现代生活
981,rare,adj.,/reə(r)/,罕见的；珍贵的,The tech defect is a very rare software anomaly.,科技、网络与现代生活
982,rat,n.,/ræt/,老鼠,The lab trap caught a small black rat last night.,自然、环境与航天
983,rate,n./v.,/reɪt/,比率；速度；评估,The router ensures a stable data transmission rate.,科技、网络与现代生活
984,rather,adv.,/ˈrɑːðə(r)/,相当；宁愿,I would rather debug the code right now than wait.,科技、网络与现代生活
985,ratio,n.,/ˈreɪʃiəʊ/,比率，比例,Please adjust the aspect ratio of the application window.,科技、网络与现代生活
986,raw,adj.,/rɔː/,生的；未加工的,The backend parses the raw data logs from database.,科技、网络与现代生活
987,ray,n.,/reɪ/,光线；射线,X-ray imaging help doctors check bone fractures.,饮食、健康与运动
988,reach,v./n.,/riːtʃ/,到达；延伸；伸手去拿,The data package will reach the receiver node soon.,科技、网络与现代生活
989,react,v.,/riˈækt/,反应；起作用,The sensor chip will react to pressure changes dynamically.,科技、网络与现代生活
